using CUDA on GPU 0...	
loading data files...	
cutting off end of data so that the batches/sequences divide evenly	
reshaping tensor...	
data load done. Number of data batches in train: 423, val: 23, test: 0	
vocab size: 65	
creating an lstm with 2 layers	
setting forget gate biases to 1 in LSTM layer 1	
setting forget gate biases to 1 in LSTM layer 2	
number of parameters in the model: 3320385	
cloning rnn	
cloning criterion	
1/21150 (epoch 0.002), train_loss = 4.15876630, grad/param norm = 8.1939e-01, time/batch = 0.7017s	
50/21150 (epoch 0.118), train_loss = 3.37788919, grad/param norm = 9.4089e-02, time/batch = 0.1388s	
51/21150 (epoch 0.121), train_loss = 3.35677533, grad/param norm = 9.9352e-02, time/batch = 0.1396s	
52/21150 (epoch 0.123), train_loss = 3.32000047, grad/param norm = 9.8307e-02, time/batch = 0.1410s	
53/21150 (epoch 0.125), train_loss = 3.36213794, grad/param norm = 9.7737e-02, time/batch = 0.1404s	
54/21150 (epoch 0.128), train_loss = 3.30696257, grad/param norm = 7.2699e-02, time/batch = 0.1395s	
55/21150 (epoch 0.130), train_loss = 3.32095001, grad/param norm = 7.9175e-02, time/batch = 0.1397s	
56/21150 (epoch 0.132), train_loss = 3.33951746, grad/param norm = 7.9342e-02, time/batch = 0.1386s	
57/21150 (epoch 0.135), train_loss = 3.29912852, grad/param norm = 8.5169e-02, time/batch = 0.1388s	
58/21150 (epoch 0.137), train_loss = 3.27528705, grad/param norm = 8.3408e-02, time/batch = 0.1399s	
59/21150 (epoch 0.139), train_loss = 3.29600873, grad/param norm = 9.7367e-02, time/batch = 0.1392s	
60/21150 (epoch 0.142), train_loss = 3.32832103, grad/param norm = 1.1928e-01, time/batch = 0.1386s	
61/21150 (epoch 0.144), train_loss = 3.36254095, grad/param norm = 2.8495e-01, time/batch = 0.1402s	
62/21150 (epoch 0.147), train_loss = 3.44110874, grad/param norm = 1.9719e-01, time/batch = 0.1391s	
63/21150 (epoch 0.149), train_loss = 3.31197292, grad/param norm = 8.1266e-02, time/batch = 0.1396s	
64/21150 (epoch 0.151), train_loss = 3.34999505, grad/param norm = 8.3037e-02, time/batch = 0.1394s	
65/21150 (epoch 0.154), train_loss = 3.36883318, grad/param norm = 7.2670e-02, time/batch = 0.1393s	
66/21150 (epoch 0.156), train_loss = 3.25042637, grad/param norm = 8.6183e-02, time/batch = 0.1394s	
67/21150 (epoch 0.158), train_loss = 3.31334819, grad/param norm = 1.0925e-01, time/batch = 0.1387s	
68/21150 (epoch 0.161), train_loss = 3.31075353, grad/param norm = 1.1039e-01, time/batch = 0.1392s	
69/21150 (epoch 0.163), train_loss = 3.31500654, grad/param norm = 1.6730e-01, time/batch = 0.1396s	
70/21150 (epoch 0.165), train_loss = 3.31276863, grad/param norm = 1.6158e-01, time/batch = 0.1392s	
71/21150 (epoch 0.168), train_loss = 3.30291636, grad/param norm = 9.9158e-02, time/batch = 0.1402s	
72/21150 (epoch 0.170), train_loss = 3.33447401, grad/param norm = 9.9348e-02, time/batch = 0.1390s	
73/21150 (epoch 0.173), train_loss = 3.26015896, grad/param norm = 8.8204e-02, time/batch = 0.1391s	
74/21150 (epoch 0.175), train_loss = 3.26353337, grad/param norm = 1.0350e-01, time/batch = 0.1396s	
75/21150 (epoch 0.177), train_loss = 3.32759379, grad/param norm = 9.7814e-02, time/batch = 0.1387s	
76/21150 (epoch 0.180), train_loss = 3.24653052, grad/param norm = 1.0093e-01, time/batch = 0.1388s	
77/21150 (epoch 0.182), train_loss = 3.26049419, grad/param norm = 1.1279e-01, time/batch = 0.1385s	
78/21150 (epoch 0.184), train_loss = 3.31584241, grad/param norm = 1.5985e-01, time/batch = 0.1387s	
79/21150 (epoch 0.187), train_loss = 3.38048800, grad/param norm = 1.4625e-01, time/batch = 0.1389s	
80/21150 (epoch 0.189), train_loss = 3.29323199, grad/param norm = 1.5818e-01, time/batch = 0.1393s	
81/21150 (epoch 0.191), train_loss = 3.34911503, grad/param norm = 1.4918e-01, time/batch = 0.1397s	
82/21150 (epoch 0.194), train_loss = 3.33179758, grad/param norm = 1.0589e-01, time/batch = 0.1388s	
83/21150 (epoch 0.196), train_loss = 3.33469038, grad/param norm = 9.4816e-02, time/batch = 0.1402s	
84/21150 (epoch 0.199), train_loss = 3.27589644, grad/param norm = 8.8415e-02, time/batch = 0.1391s	
85/21150 (epoch 0.201), train_loss = 3.32614127, grad/param norm = 9.6761e-02, time/batch = 0.1393s	
86/21150 (epoch 0.203), train_loss = 3.26889689, grad/param norm = 8.7503e-02, time/batch = 0.1385s	
87/21150 (epoch 0.206), train_loss = 3.27977417, grad/param norm = 1.0750e-01, time/batch = 0.1390s	
88/21150 (epoch 0.208), train_loss = 3.23542807, grad/param norm = 1.4814e-01, time/batch = 0.1398s	
89/21150 (epoch 0.210), train_loss = 3.30588975, grad/param norm = 2.7272e-01, time/batch = 0.1393s	
90/21150 (epoch 0.213), train_loss = 3.30082216, grad/param norm = 2.2458e-01, time/batch = 0.1389s	
91/21150 (epoch 0.215), train_loss = 3.24538954, grad/param norm = 1.2613e-01, time/batch = 0.1399s	
92/21150 (epoch 0.217), train_loss = 3.21315241, grad/param norm = 1.4239e-01, time/batch = 0.1383s	
93/21150 (epoch 0.220), train_loss = 3.17760470, grad/param norm = 1.8341e-01, time/batch = 0.1397s	
94/21150 (epoch 0.222), train_loss = 3.25896193, grad/param norm = 1.9715e-01, time/batch = 0.1397s	
95/21150 (epoch 0.225), train_loss = 3.28493474, grad/param norm = 1.3249e-01, time/batch = 0.1391s	
96/21150 (epoch 0.227), train_loss = 3.21089769, grad/param norm = 7.9568e-02, time/batch = 0.1396s	
97/21150 (epoch 0.229), train_loss = 3.27162578, grad/param norm = 1.2995e-01, time/batch = 0.1395s	
98/21150 (epoch 0.232), train_loss = 3.32075233, grad/param norm = 2.1384e-01, time/batch = 0.1390s	
99/21150 (epoch 0.234), train_loss = 3.32390304, grad/param norm = 3.0455e-01, time/batch = 0.1381s	
100/21150 (epoch 0.236), train_loss = 3.31341470, grad/param norm = 2.2643e-01, time/batch = 0.1384s	
101/21150 (epoch 0.239), train_loss = 3.23730584, grad/param norm = 9.2306e-02, time/batch = 0.1406s	
102/21150 (epoch 0.241), train_loss = 3.17069062, grad/param norm = 7.7779e-02, time/batch = 0.1384s	
103/21150 (epoch 0.243), train_loss = 3.24922442, grad/param norm = 1.0493e-01, time/batch = 0.1394s	
104/21150 (epoch 0.246), train_loss = 3.17198719, grad/param norm = 1.0017e-01, time/batch = 0.1389s	
105/21150 (epoch 0.248), train_loss = 3.11634364, grad/param norm = 9.9218e-02, time/batch = 0.1401s	
106/21150 (epoch 0.251), train_loss = 3.16757321, grad/param norm = 1.1186e-01, time/batch = 0.1402s	
107/21150 (epoch 0.253), train_loss = 3.16849962, grad/param norm = 1.3868e-01, time/batch = 0.1404s	
108/21150 (epoch 0.255), train_loss = 3.17194210, grad/param norm = 2.0750e-01, time/batch = 0.1391s	
109/21150 (epoch 0.258), train_loss = 3.21750920, grad/param norm = 2.6332e-01, time/batch = 0.1396s	
110/21150 (epoch 0.260), train_loss = 3.40399984, grad/param norm = 4.3244e-01, time/batch = 0.1384s	
111/21150 (epoch 0.262), train_loss = 3.24454329, grad/param norm = 1.6120e-01, time/batch = 0.1400s	
112/21150 (epoch 0.265), train_loss = 3.18849808, grad/param norm = 9.8659e-02, time/batch = 0.1393s	
113/21150 (epoch 0.267), train_loss = 3.15482326, grad/param norm = 8.5483e-02, time/batch = 0.1399s	
114/21150 (epoch 0.270), train_loss = 3.09763618, grad/param norm = 1.1009e-01, time/batch = 0.1384s	
115/21150 (epoch 0.272), train_loss = 3.15294215, grad/param norm = 2.0889e-01, time/batch = 0.1396s	
116/21150 (epoch 0.274), train_loss = 3.23656831, grad/param norm = 3.6877e-01, time/batch = 0.1406s	
117/21150 (epoch 0.277), train_loss = 3.21502748, grad/param norm = 1.6109e-01, time/batch = 0.1392s	
118/21150 (epoch 0.279), train_loss = 3.13913198, grad/param norm = 2.0984e-01, time/batch = 0.1392s	
119/21150 (epoch 0.281), train_loss = 3.11602609, grad/param norm = 2.4570e-01, time/batch = 0.1392s	
120/21150 (epoch 0.284), train_loss = 3.13962140, grad/param norm = 1.8759e-01, time/batch = 0.1393s	
121/21150 (epoch 0.286), train_loss = 3.05260578, grad/param norm = 1.1988e-01, time/batch = 0.1397s	
122/21150 (epoch 0.288), train_loss = 3.02325213, grad/param norm = 1.3145e-01, time/batch = 0.1385s	
123/21150 (epoch 0.291), train_loss = 3.02927603, grad/param norm = 1.5316e-01, time/batch = 0.1394s	
124/21150 (epoch 0.293), train_loss = 3.03442527, grad/param norm = 1.6705e-01, time/batch = 0.1461s	
125/21150 (epoch 0.296), train_loss = 2.99514830, grad/param norm = 1.5322e-01, time/batch = 0.1425s	
126/21150 (epoch 0.298), train_loss = 3.13790442, grad/param norm = 4.0615e-01, time/batch = 0.1412s	
127/21150 (epoch 0.300), train_loss = 3.30109268, grad/param norm = 3.7128e-01, time/batch = 0.1415s	
128/21150 (epoch 0.303), train_loss = 3.11029922, grad/param norm = 2.3226e-01, time/batch = 0.1427s	
129/21150 (epoch 0.305), train_loss = 3.11052817, grad/param norm = 2.8913e-01, time/batch = 0.1415s	
130/21150 (epoch 0.307), train_loss = 3.15867272, grad/param norm = 2.6876e-01, time/batch = 0.1404s	
131/21150 (epoch 0.310), train_loss = 3.04263142, grad/param norm = 1.0752e-01, time/batch = 0.1402s	
132/21150 (epoch 0.312), train_loss = 3.00078464, grad/param norm = 9.7705e-02, time/batch = 0.1428s	
133/21150 (epoch 0.314), train_loss = 2.99315852, grad/param norm = 1.0628e-01, time/batch = 0.1427s	
134/21150 (epoch 0.317), train_loss = 2.94915836, grad/param norm = 1.2838e-01, time/batch = 0.1411s	
135/21150 (epoch 0.319), train_loss = 2.87836199, grad/param norm = 1.6557e-01, time/batch = 0.1405s	
136/21150 (epoch 0.322), train_loss = 2.93424659, grad/param norm = 2.2743e-01, time/batch = 0.1397s	
137/21150 (epoch 0.324), train_loss = 3.02926793, grad/param norm = 3.3237e-01, time/batch = 0.1399s	
138/21150 (epoch 0.326), train_loss = 2.99571912, grad/param norm = 2.2987e-01, time/batch = 0.1394s	
139/21150 (epoch 0.329), train_loss = 2.96111888, grad/param norm = 1.7871e-01, time/batch = 0.1398s	
140/21150 (epoch 0.331), train_loss = 3.07531398, grad/param norm = 3.1359e-01, time/batch = 0.1386s	
141/21150 (epoch 0.333), train_loss = 3.02583865, grad/param norm = 3.8371e-01, time/batch = 0.1399s	
142/21150 (epoch 0.336), train_loss = 3.02167472, grad/param norm = 2.7568e-01, time/batch = 0.1396s	
143/21150 (epoch 0.338), train_loss = 2.92621707, grad/param norm = 1.8768e-01, time/batch = 0.1401s	
144/21150 (epoch 0.340), train_loss = 2.86362204, grad/param norm = 2.3197e-01, time/batch = 0.1403s	
145/21150 (epoch 0.343), train_loss = 3.06487579, grad/param norm = 2.6197e-01, time/batch = 0.1396s	
146/21150 (epoch 0.345), train_loss = 2.87562588, grad/param norm = 1.8017e-01, time/batch = 0.1391s	
147/21150 (epoch 0.348), train_loss = 2.84668370, grad/param norm = 1.1924e-01, time/batch = 0.1393s	
148/21150 (epoch 0.350), train_loss = 2.77134068, grad/param norm = 1.1627e-01, time/batch = 0.1390s	
149/21150 (epoch 0.352), train_loss = 2.83186079, grad/param norm = 1.5250e-01, time/batch = 0.1383s	
150/21150 (epoch 0.355), train_loss = 2.97437948, grad/param norm = 7.6747e-01, time/batch = 0.1392s	
151/21150 (epoch 0.357), train_loss = 3.26681106, grad/param norm = 3.0979e-01, time/batch = 0.1399s	
152/21150 (epoch 0.359), train_loss = 2.94901074, grad/param norm = 3.0145e-01, time/batch = 0.1387s	
153/21150 (epoch 0.362), train_loss = 2.96930043, grad/param norm = 2.6881e-01, time/batch = 0.1389s	
154/21150 (epoch 0.364), train_loss = 2.92167050, grad/param norm = 1.7636e-01, time/batch = 0.1393s	
155/21150 (epoch 0.366), train_loss = 2.80042596, grad/param norm = 1.3411e-01, time/batch = 0.1386s	
156/21150 (epoch 0.369), train_loss = 2.79831684, grad/param norm = 1.5492e-01, time/batch = 0.1396s	
157/21150 (epoch 0.371), train_loss = 2.81031704, grad/param norm = 2.4059e-01, time/batch = 0.1388s	
158/21150 (epoch 0.374), train_loss = 2.91853136, grad/param norm = 2.7602e-01, time/batch = 0.1377s	
159/21150 (epoch 0.376), train_loss = 2.78908438, grad/param norm = 1.8911e-01, time/batch = 0.1392s	
160/21150 (epoch 0.378), train_loss = 2.77442368, grad/param norm = 2.9628e-01, time/batch = 0.1392s	
161/21150 (epoch 0.381), train_loss = 2.88479034, grad/param norm = 2.7550e-01, time/batch = 0.1401s	
162/21150 (epoch 0.383), train_loss = 2.79879239, grad/param norm = 1.6083e-01, time/batch = 0.1386s	
163/21150 (epoch 0.385), train_loss = 2.77896729, grad/param norm = 1.3536e-01, time/batch = 0.1388s	
164/21150 (epoch 0.388), train_loss = 2.73373709, grad/param norm = 1.1867e-01, time/batch = 0.1386s	
165/21150 (epoch 0.390), train_loss = 2.72660178, grad/param norm = 1.5698e-01, time/batch = 0.1402s	
166/21150 (epoch 0.392), train_loss = 2.75644432, grad/param norm = 2.4000e-01, time/batch = 0.1387s	
167/21150 (epoch 0.395), train_loss = 2.79403661, grad/param norm = 3.4020e-01, time/batch = 0.1396s	
168/21150 (epoch 0.397), train_loss = 2.79035485, grad/param norm = 3.0090e-01, time/batch = 0.1390s	
169/21150 (epoch 0.400), train_loss = 2.71502526, grad/param norm = 1.6690e-01, time/batch = 0.1392s	
170/21150 (epoch 0.402), train_loss = 2.69333946, grad/param norm = 1.3021e-01, time/batch = 0.1392s	
171/21150 (epoch 0.404), train_loss = 2.67204829, grad/param norm = 1.1305e-01, time/batch = 0.1407s	
172/21150 (epoch 0.407), train_loss = 2.64517529, grad/param norm = 1.5905e-01, time/batch = 0.1387s	
173/21150 (epoch 0.409), train_loss = 2.70003179, grad/param norm = 2.7510e-01, time/batch = 0.1407s	
174/21150 (epoch 0.411), train_loss = 2.75189888, grad/param norm = 3.7563e-01, time/batch = 0.1401s	
175/21150 (epoch 0.414), train_loss = 2.81826827, grad/param norm = 3.3588e-01, time/batch = 0.1408s	
176/21150 (epoch 0.416), train_loss = 2.69979464, grad/param norm = 1.6989e-01, time/batch = 0.1401s	
177/21150 (epoch 0.418), train_loss = 2.68203650, grad/param norm = 1.3813e-01, time/batch = 0.1410s	
178/21150 (epoch 0.421), train_loss = 2.63097785, grad/param norm = 1.3632e-01, time/batch = 0.1407s	
179/21150 (epoch 0.423), train_loss = 2.61843116, grad/param norm = 1.6608e-01, time/batch = 0.1400s	
180/21150 (epoch 0.426), train_loss = 2.60236529, grad/param norm = 2.1799e-01, time/batch = 0.1415s	
181/21150 (epoch 0.428), train_loss = 2.64088373, grad/param norm = 2.4148e-01, time/batch = 0.1437s	
182/21150 (epoch 0.430), train_loss = 2.74235370, grad/param norm = 2.5508e-01, time/batch = 0.1405s	
183/21150 (epoch 0.433), train_loss = 2.68205868, grad/param norm = 2.3567e-01, time/batch = 0.1414s	
184/21150 (epoch 0.435), train_loss = 2.63504684, grad/param norm = 1.9761e-01, time/batch = 0.1400s	
185/21150 (epoch 0.437), train_loss = 2.52555487, grad/param norm = 1.5680e-01, time/batch = 0.1396s	
186/21150 (epoch 0.440), train_loss = 2.60855690, grad/param norm = 1.9328e-01, time/batch = 0.1428s	
187/21150 (epoch 0.442), train_loss = 2.59856072, grad/param norm = 2.1934e-01, time/batch = 0.1422s	
188/21150 (epoch 0.444), train_loss = 2.63340603, grad/param norm = 2.8444e-01, time/batch = 0.1406s	
189/21150 (epoch 0.447), train_loss = 2.66364386, grad/param norm = 3.0268e-01, time/batch = 0.1397s	
190/21150 (epoch 0.449), train_loss = 2.54774652, grad/param norm = 2.3168e-01, time/batch = 0.1393s	
191/21150 (epoch 0.452), train_loss = 2.55616755, grad/param norm = 1.9500e-01, time/batch = 0.1432s	
192/21150 (epoch 0.454), train_loss = 2.48177991, grad/param norm = 1.3411e-01, time/batch = 0.1423s	
193/21150 (epoch 0.456), train_loss = 2.50521916, grad/param norm = 1.1551e-01, time/batch = 0.1417s	
194/21150 (epoch 0.459), train_loss = 2.49359531, grad/param norm = 1.0933e-01, time/batch = 0.1414s	
195/21150 (epoch 0.461), train_loss = 2.50246645, grad/param norm = 1.5137e-01, time/batch = 0.1412s	
196/21150 (epoch 0.463), train_loss = 2.53592421, grad/param norm = 2.4012e-01, time/batch = 0.1405s	
197/21150 (epoch 0.466), train_loss = 2.63457677, grad/param norm = 3.0375e-01, time/batch = 0.1407s	
198/21150 (epoch 0.468), train_loss = 2.63188898, grad/param norm = 2.9011e-01, time/batch = 0.1406s	
199/21150 (epoch 0.470), train_loss = 2.56717911, grad/param norm = 2.1885e-01, time/batch = 0.1406s	
200/21150 (epoch 0.473), train_loss = 2.50991556, grad/param norm = 1.5098e-01, time/batch = 0.1400s	
201/21150 (epoch 0.475), train_loss = 2.52240450, grad/param norm = 1.2116e-01, time/batch = 0.1412s	
202/21150 (epoch 0.478), train_loss = 2.49017824, grad/param norm = 1.1015e-01, time/batch = 0.1404s	
203/21150 (epoch 0.480), train_loss = 2.48328213, grad/param norm = 1.1813e-01, time/batch = 0.1424s	
204/21150 (epoch 0.482), train_loss = 2.52330357, grad/param norm = 1.5499e-01, time/batch = 0.1412s	
205/21150 (epoch 0.485), train_loss = 2.52238952, grad/param norm = 2.3260e-01, time/batch = 0.1412s	
206/21150 (epoch 0.487), train_loss = 2.60907013, grad/param norm = 2.0556e-01, time/batch = 0.1409s	
207/21150 (epoch 0.489), train_loss = 2.47155209, grad/param norm = 1.5383e-01, time/batch = 0.1399s	
208/21150 (epoch 0.492), train_loss = 2.49215656, grad/param norm = 1.7023e-01, time/batch = 0.1399s	
209/21150 (epoch 0.494), train_loss = 2.57514889, grad/param norm = 2.4688e-01, time/batch = 0.1413s	
210/21150 (epoch 0.496), train_loss = 2.55638301, grad/param norm = 2.6275e-01, time/batch = 0.1405s	
211/21150 (epoch 0.499), train_loss = 2.52858863, grad/param norm = 1.9210e-01, time/batch = 0.1411s	
212/21150 (epoch 0.501), train_loss = 2.48297680, grad/param norm = 1.5759e-01, time/batch = 0.1411s	
213/21150 (epoch 0.504), train_loss = 2.49900665, grad/param norm = 1.9556e-01, time/batch = 0.1402s	
214/21150 (epoch 0.506), train_loss = 2.54530885, grad/param norm = 2.1391e-01, time/batch = 0.1422s	
215/21150 (epoch 0.508), train_loss = 2.49788278, grad/param norm = 2.1218e-01, time/batch = 0.1430s	
216/21150 (epoch 0.511), train_loss = 2.51562707, grad/param norm = 4.6574e-01, time/batch = 0.1405s	
217/21150 (epoch 0.513), train_loss = 2.85895626, grad/param norm = 3.9129e-01, time/batch = 0.1408s	
218/21150 (epoch 0.515), train_loss = 2.71088097, grad/param norm = 3.5854e-01, time/batch = 0.1415s	
219/21150 (epoch 0.518), train_loss = 2.62201201, grad/param norm = 3.4600e-01, time/batch = 0.1402s	
220/21150 (epoch 0.520), train_loss = 2.56900716, grad/param norm = 2.5994e-01, time/batch = 0.1395s	
221/21150 (epoch 0.522), train_loss = 2.45944632, grad/param norm = 1.4804e-01, time/batch = 0.1429s	
222/21150 (epoch 0.525), train_loss = 2.43744375, grad/param norm = 1.0109e-01, time/batch = 0.1407s	
223/21150 (epoch 0.527), train_loss = 2.40829152, grad/param norm = 1.0910e-01, time/batch = 0.1408s	
224/21150 (epoch 0.530), train_loss = 2.39862506, grad/param norm = 9.9848e-02, time/batch = 0.1421s	
225/21150 (epoch 0.532), train_loss = 2.38442273, grad/param norm = 1.1093e-01, time/batch = 0.1410s	
226/21150 (epoch 0.534), train_loss = 2.36064834, grad/param norm = 1.2014e-01, time/batch = 0.1412s	
227/21150 (epoch 0.537), train_loss = 2.47027795, grad/param norm = 1.1404e-01, time/batch = 0.1411s	
228/21150 (epoch 0.539), train_loss = 2.39744308, grad/param norm = 1.1218e-01, time/batch = 0.1414s	
229/21150 (epoch 0.541), train_loss = 2.42480258, grad/param norm = 1.0515e-01, time/batch = 0.1410s	
230/21150 (epoch 0.544), train_loss = 2.36279643, grad/param norm = 1.0355e-01, time/batch = 0.1413s	
231/21150 (epoch 0.546), train_loss = 2.42354935, grad/param norm = 1.5218e-01, time/batch = 0.1410s	
232/21150 (epoch 0.548), train_loss = 2.48457927, grad/param norm = 2.2486e-01, time/batch = 0.1423s	
233/21150 (epoch 0.551), train_loss = 2.48266346, grad/param norm = 3.0039e-01, time/batch = 0.1411s	
234/21150 (epoch 0.553), train_loss = 2.48845291, grad/param norm = 2.1617e-01, time/batch = 0.1411s	
235/21150 (epoch 0.556), train_loss = 2.38739249, grad/param norm = 1.3098e-01, time/batch = 0.1406s	
236/21150 (epoch 0.558), train_loss = 2.41443986, grad/param norm = 1.4177e-01, time/batch = 0.1403s	
237/21150 (epoch 0.560), train_loss = 2.40550210, grad/param norm = 1.5333e-01, time/batch = 0.1417s	
238/21150 (epoch 0.563), train_loss = 2.41902701, grad/param norm = 1.9076e-01, time/batch = 0.1421s	
239/21150 (epoch 0.565), train_loss = 2.43206831, grad/param norm = 2.1100e-01, time/batch = 0.1403s	
240/21150 (epoch 0.567), train_loss = 2.39908080, grad/param norm = 1.7851e-01, time/batch = 0.1401s	
241/21150 (epoch 0.570), train_loss = 2.36191876, grad/param norm = 1.4562e-01, time/batch = 0.1414s	
242/21150 (epoch 0.572), train_loss = 2.39107404, grad/param norm = 1.3132e-01, time/batch = 0.1398s	
243/21150 (epoch 0.574), train_loss = 2.36694796, grad/param norm = 1.2228e-01, time/batch = 0.1405s	
244/21150 (epoch 0.577), train_loss = 2.36481379, grad/param norm = 1.2484e-01, time/batch = 0.1421s	
245/21150 (epoch 0.579), train_loss = 2.34479898, grad/param norm = 1.4889e-01, time/batch = 0.1411s	
246/21150 (epoch 0.582), train_loss = 2.35966820, grad/param norm = 1.6547e-01, time/batch = 0.1402s	
